title,score,url,date,author
Poker Night at the Inventory 2 Review,7.5,/articles/2013/04/30/poker-night-at-the-inventory-2-review,2013-04-30T17:29:33.000Z,Anthony Gallegos
Far Cry 3: Blood Dragon Review,8.0,/articles/2013/04/30/far-cry-3-blood-dragon-review,2013-04-30T15:55:02.000Z,Mitch Dyer
Star Trek: The Game Review,4.2,/articles/2013/04/27/star-trek-the-game-review,2013-04-27T00:10:22.000Z,Dan Stapleton
Monaco: What's Yours is Mine Review,9.0,/articles/2013/04/24/monaco-whats-yours-is-mine-review,2013-04-24T13:00:54.000Z,Marty Sliva
Assassin's Creed III: The Tyranny of King Washington Review,6.8,/articles/2013/04/23/assassins-creed-iii-the-tyranny-of-king-washington-review,2013-04-23T08:46:00.000Z,Keza MacDonald
Dead Island: Riptide Review,7.2,/articles/2013/04/22/dead-island-riptide-review,2013-04-22T07:00:45.000Z,Greg Miller
Motocross Madness Review,8.4,/articles/2013/04/18/motocross-madness-review,2013-04-18T22:42:19.000Z,Andy Mahood
Dishonored: The Knife of Dunwall DLC Review,7.5,/articles/2013/04/18/dishonored-the-knife-of-dunwall-dlc-review,2013-04-18T02:39:56.000Z,Cam Shea
Defiance Review (Xbox 360),5.5,/articles/2013/04/18/defiance-review-xbox-360,2013-04-18T02:12:56.000Z,Anthony Gallegos
Injustice: Gods Among Us Review,8.2,/articles/2013/04/16/injustice-gods-among-us-review,2013-04-16T13:00:44.000Z,Vince Ingenito
BattleBlock Theater Review,7.8,/articles/2013/04/05/battleblock-theater-review,2013-04-05T00:17:42.000Z,Justin Davis
Terraria 360/PS3 Review,9.0,/articles/2013/04/04/terraria-360ps3-review,2013-04-04T20:18:47.000Z,Nathan Meunier
Tiger Woods PGA Tour 14 Review,8.0,/articles/2013/04/04/tiger-woods-pga-tour-14-review,2013-04-04T00:38:03.000Z,Jack DeVries
Darkstalkers Resurrection Review,8.4,/articles/2013/03/29/darkstalkers-resurrection-review,2013-03-29T22:31:24.000Z,Vince Ingenito
Army of Two: The Devil's Cartel Review,5.0,/articles/2013/03/29/army-of-two-the-devils-cartel-review,2013-03-29T16:11:32.000Z,Daniel Krupa
MLB 2K13 Review,4.5,/articles/2013/03/25/mlb-2k13-review,2013-03-25T23:42:18.000Z,Jack DeVries
BioShock Infinite Xbox 360/PS3 Review,9.4,/articles/2013/03/22/bioshock-infinite-xbox-360ps3-review,2013-03-22T04:00:19.000Z,Ryan McCaffrey
The Walking Dead: Survival Instinct Review,4.5,/articles/2013/03/22/the-walking-dead-survival-instinct-review,2013-03-22T00:33:10.000Z,Greg Miller
Naruto Shippuden: Ultimate Ninja Storm 3 Review,8.6,/articles/2013/03/20/naruto-shippuden-ultimate-ninja-storm-3-review,2013-03-20T23:02:10.000Z,Lucas M. Thomas
Gears of War: Judgment Review,9.2,/articles/2013/03/18/gears-of-war-judgment-review,2013-03-18T03:58:01.000Z,Mitch Dyer
Dead Space 3 Awakened Review,8.2,/articles/2013/03/16/dead-sapce-3-awakened-review,2013-03-16T00:00:35.000Z,Casey Lynch
Mass Effect 3: Citadel DLC Review,9.1,/articles/2013/03/09/mass-effect-3-citadel-dlc-review,2013-03-09T02:40:23.000Z,Richard Cobbett
BIT.TRIP Presents Runner 2: Future Legend Review,9.0,/articles/2013/02/26/bittrip-presents-runner-2-future-legend-review,2013-02-26T00:32:36.000Z,Taylor Cocke
